sab,onsettime,autofile_i,ppid,cogload,trialn,RT,disengaged,premature,maxsb,design,TLC_calc,V1,simulated_ttlc,TLC_onset,TLC_takeover,time_remaining,early,TLC_end_of_trial,censored,TLC_failure
-1.19868047,6,0,3,noload,1,2.66752030948476,1,0,0.622564399353027,balanced,4.21385781340179,1,4.683333333,4.683333333,2.01581302351524,9,6.33247969051524,-4.316666667,0,4.68
-1.19868047,6,0,11,noload,19,3.383155509,1,0,0.945089496,balanced,4.21385781340179,1,4.683333333,4.683333333,1.300177824,9,5.616844491,-4.316666667,0,4.68
-1.19868047,6,0,7,noload,39,3.11692810540376,1,0,0.961958667,balanced,4.21385781340179,1,4.683333333,4.683333333,1.56640522759624,9,5.88307189459624,-4.316666667,0,4.68
-1.19868047,6,0,8,noload,43,2.33342217821905,1,0,0.752012122483103,balanced,4.21385781340179,1,4.683333333,4.683333333,2.34991115478095,9,6.66657782178095,-4.316666667,0,4.68
-1.19868047,6,0,1,noload,42,2.23364447614608,1,0,0.60029408,balanced,4.21385781340179,1,4.683333333,4.683333333,2.44968885685392,9,6.76635552385392,-4.316666667,0,4.68
-1.19868047,6,0,4,noload,35,2.63378209952066,1,0,0.680019990243573,balanced,4.21385781340179,1,4.683333333,4.683333333,2.04955123347934,9,6.36621790047934,-4.316666667,0,4.68
-1.19868047,6,0,11,noload,11,3.60047808182873,1,0,1.053684793,balanced,4.21385781340179,1,4.683333333,4.683333333,1.08285525117127,9,5.39952191817127,-4.316666667,0,4.68
-1.19868047,6,0,1,noload,30,2.51709212727081,1,0,0.719417753,balanced,4.21385781340179,1,4.683333333,4.683333333,2.16624120572919,9,6.48290787272919,-4.316666667,0,4.68
-1.19868047,6,0,2,noload,13,3.000268045,1,0,0.752026624,balanced,4.21385781340179,1,4.683333333,4.683333333,1.683065288,9,5.999731955,-4.316666667,0,4.68
-1.19868047,6,0,1,noload,35,2.28370754889841,1,0,0.673648027,balanced,4.21385781340179,1,4.683333333,4.683333333,2.39962578410159,9,6.71629245110159,-4.316666667,0,4.68
-1.19868047,6,0,6,noload,46,2.60022276622533,1,0,0.660789576,balanced,4.21385781340179,1,4.683333333,4.683333333,2.08311056677467,9,6.39977723377467,-4.316666667,0,4.68
-1.19868047,6,0,9,noload,15,3.33317687329458,1,0,1.11846635,balanced,4.21385781340179,1,4.683333333,4.683333333,1.35015645970542,9,5.66682312670542,-4.316666667,0,4.68
-1.19868047,6,0,12,noload,11,3.41721795732474,1,0,1.027344013,balanced,4.21385781340179,1,4.683333333,4.683333333,1.26611537567526,9,5.58278204267526,-4.316666667,0,4.68
-1.19868047,6,0,9,noload,17,2.43370843495688,1,0,0.704734684,balanced,4.21385781340179,1,4.683333333,4.683333333,2.24962489804312,9,6.56629156504312,-4.316666667,0,4.68
-1.19868047,6,0,2,noload,30,2.816351135,1,0,0.748289224,balanced,4.21385781340179,1,4.683333333,4.683333333,1.866982198,9,6.183648865,-4.316666667,0,4.68
-1.19868047,6,0,2,noload,16,2.96693411847303,1,0,0.753662931133062,balanced,4.21385781340179,1,4.683333333,4.683333333,1.71639921452697,9,6.03306588152697,-4.316666667,0,4.68
-1.19868047,6,0,4,noload,20,2.35024198117571,1,0,0.507063936906619,balanced,4.21385781340179,1,4.683333333,4.683333333,2.33309135182429,9,6.64975801882429,-4.316666667,0,4.68
-1.19868047,6,0,4,noload,18,2.750382524,1,0,0.733384856,balanced,4.21385781340179,1,4.683333333,4.683333333,1.932950809,9,6.249617476,-4.316666667,0,4.68
-1.19868047,6,0,7,noload,16,2.03382735323538,1,0,0.714111756,balanced,4.21385781340179,1,4.683333333,4.683333333,2.64950597976462,9,6.96617264676462,-4.316666667,0,4.68
-1.19868047,6,0,10,noload,15,1.817098979,1,0,0.547508323759004,balanced,4.21385781340179,1,4.683333333,4.683333333,2.866234354,9,7.182901021,-4.316666667,0,4.68
-1.19868047,6,0,5,noload,45,1.90040843850682,1,0,0.397598369,balanced,4.21385781340179,1,4.683333333,4.683333333,2.78292489449319,9,7.09959156149319,-4.316666667,0,4.68
-1.19868047,6,0,10,noload,24,3.1838566958088,1,0,1.058285465,balanced,4.21385781340179,1,4.683333333,4.683333333,1.4994766371912,9,5.8161433041912,-4.316666667,0,4.68
-1.19868047,6,0,5,noload,18,2.65023555168779,1,0,0.643233947785717,balanced,4.21385781340179,1,4.683333333,4.683333333,2.03309778131221,9,6.34976444831221,-4.316666667,0,4.68
-1.19868047,6,0,11,noload,7,3.51724722909955,1,0,1.03066044922796,balanced,4.21385781340179,1,4.683333333,4.683333333,1.16608610390045,9,5.48275277090045,-4.316666667,0,4.68
-1.19868047,6,0,6,noload,6,2.866607101,1,0,0.869062335,balanced,4.21385781340179,1,4.683333333,4.683333333,1.816726232,9,6.133392899,-4.316666667,0,4.68
-1.19868047,6,0,9,noload,16,2.5004081041269,1,0,0.661756121528223,balanced,4.21385781340179,1,4.683333333,4.683333333,2.1829252288731,9,6.4995918958731,-4.316666667,0,4.68
-1.19868047,6,0,10,noload,40,3.33375703814341,1,0,1.055417604,balanced,4.21385781340179,1,4.683333333,4.683333333,1.3495762948566,9,5.6662429618566,-4.316666667,0,4.68
-1.19868047,6,0,2,noload,17,2.333639312,1,0,0.509025762457215,balanced,4.21385781340179,1,4.683333333,4.683333333,2.349694021,9,6.666360688,-4.316666667,0,4.68
-1.19868047,6,0,4,noload,2,2.51692962668824,1,0,0.57807623,balanced,4.21385781340179,1,4.683333333,4.683333333,2.16640370631176,9,6.48307037331176,-4.316666667,0,4.68
-1.19868047,6,0,5,noload,29,2.60043297922846,1,0,0.59584615,balanced,4.21385781340179,1,4.683333333,4.683333333,2.08290035377154,9,6.39956702077154,-4.316666667,0,4.68
-1.19868047,6,0,9,noload,10,2.73311771027022,1,0,0.832448477160603,balanced,4.21385781340179,1,4.683333333,4.683333333,1.95021562272978,9,6.26688228972978,-4.316666667,0,4.68
-1.19868047,6,0,8,noload,2,2.35045021114493,1,0,0.745182945,balanced,4.21385781340179,1,4.683333333,4.683333333,2.33288312185507,9,6.64954978885507,-4.316666667,0,4.68
-1.19868047,6,0,12,noload,12,3.46711605055736,1,0,1.021482412,balanced,4.21385781340179,1,4.683333333,4.683333333,1.21621728244264,9,5.53288394944264,-4.316666667,0,4.68
-1.19868047,6,0,1,noload,2,3.38361183045006,1,0,1.018809434,balanced,4.21385781340179,1,4.683333333,4.683333333,1.29972150254994,9,5.61638816954994,-4.316666667,0,4.68
-1.19868047,6,0,3,noload,17,2.40081639404735,1,0,0.560416645314551,balanced,4.21385781340179,1,4.683333333,4.683333333,2.28251693895265,9,6.59918360595265,-4.316666667,0,4.68
-1.19868047,6,0,6,noload,28,2.8003432048755,1,0,0.84361228,balanced,4.21385781340179,1,4.683333333,4.683333333,1.8829901281245,9,6.1996567951245,-4.316666667,0,4.68
-1.19868047,6,0,2,noload,38,3.00031754934014,1,0,0.763191842,balanced,4.21385781340179,1,4.683333333,4.683333333,1.68301578365986,9,5.99968245065986,-4.316666667,0,4.68
-1.19868047,6,0,9,noload,40,2.49974523677281,1,0,0.665061054,balanced,4.21385781340179,1,4.683333333,4.683333333,2.18358809622719,9,6.50025476322719,-4.316666667,0,4.68
-1.19868047,6,0,8,noload,45,3.03366003700694,1,0,0.89741212095827,balanced,4.21385781340179,1,4.683333333,4.683333333,1.64967329599306,9,5.96633996299306,-4.316666667,0,4.68
-1.19868047,6,0,2,noload,45,2.90028105531428,1,0,0.784466969314391,balanced,4.21385781340179,1,4.683333333,4.683333333,1.78305227768572,9,6.09971894468572,-4.316666667,0,4.68
-1.19868047,6,0,7,noload,22,2.23382874177969,1,0,0.668111274154694,balanced,4.21385781340179,1,4.683333333,4.683333333,2.44950459122031,9,6.76617125822031,-4.316666667,0,4.68
-1.19868047,6,0,8,noload,12,2.46699830057747,1,0,0.701015520373225,balanced,4.21385781340179,1,4.683333333,4.683333333,2.21633503242253,9,6.53300169942253,-4.316666667,0,4.68
-1.19868047,6,0,7,noload,27,2.68380492522692,1,0,0.805771895198086,balanced,4.21385781340179,1,4.683333333,4.683333333,1.99952840777308,9,6.31619507477308,-4.316666667,0,4.68
-1.19868047,6,0,8,noload,14,2.4835279770835,1,0,0.700629608,balanced,4.21385781340179,1,4.683333333,4.683333333,2.1998053559165,9,6.5164720229165,-4.316666667,0,4.68
-1.19868047,6,0,8,noload,13,2.64966087011641,1,0,0.751221834,balanced,4.21385781340179,1,4.683333333,4.683333333,2.03367246288359,9,6.35033912988359,-4.316666667,0,4.68
-1.19868047,6,0,5,noload,34,1.60034242305971,1,0,0.24595674,balanced,4.21385781340179,1,4.683333333,4.683333333,3.08299090994029,9,7.39965757694029,-4.316666667,0,4.68
-1.19868047,6,0,6,noload,32,3.11700780889191,1,0,0.984572106798601,balanced,4.21385781340179,1,4.683333333,4.683333333,1.56632552410809,9,5.88299219110809,-4.316666667,0,4.68
-1.19868047,6,0,4,noload,38,2.93340469159432,1,0,0.84077464,balanced,4.21385781340179,1,4.683333333,4.683333333,1.74992864140568,9,6.06659530840568,-4.316666667,0,4.68
-1.19868047,6,0,3,noload,41,2.33397145246954,1,0,0.620051999,balanced,4.21385781340179,1,4.683333333,4.683333333,2.34936188053046,9,6.66602854753046,-4.316666667,0,4.68
-1.19868047,6,0,3,noload,16,2.18416136384838,1,0,0.468604261,balanced,4.21385781340179,1,4.683333333,4.683333333,2.49917196915163,9,6.81583863615163,-4.316666667,0,4.68
-1.19868047,6,0,6,noload,12,3.13329691,1,0,1.020387372,balanced,4.21385781340179,1,4.683333333,4.683333333,1.550036423,9,5.86670309,-4.316666667,0,4.68
-1.19868047,6,0,6,noload,27,2.08318748886927,1,0,0.443340782,balanced,4.21385781340179,1,4.683333333,4.683333333,2.60014584413073,9,6.91681251113073,-4.316666667,0,4.68
-1.19868047,6,0,3,noload,47,2.367318762,1,0,0.553874396083867,balanced,4.21385781340179,1,4.683333333,4.683333333,2.316014571,9,6.632681238,-4.316666667,0,4.68
-1.19868047,6,0,10,noload,36,3.366935509,1,0,0.969411038,balanced,4.21385781340179,1,4.683333333,4.683333333,1.316397824,9,5.633064491,-4.316666667,0,4.68
-1.19868047,6,0,11,noload,9,3.48386270074275,1,0,1.01376168118454,balanced,4.21385781340179,1,4.683333333,4.683333333,1.19947063225725,9,5.51613729925725,-4.316666667,0,4.68
-1.19868047,6,0,11,noload,39,3.567116796,1,0,1.05401460071309,balanced,4.21385781340179,1,4.683333333,4.683333333,1.116216537,9,5.432883204,-4.316666667,0,4.68
-1.19868047,6,0,4,noload,10,2.9502789280927,1,0,0.75684558,balanced,4.21385781340179,1,4.683333333,4.683333333,1.7330544049073,9,6.0497210719073,-4.316666667,0,4.68
-1.19868047,6,0,11,noload,27,3.450327847376,1,0,0.990288993,balanced,4.21385781340179,1,4.683333333,4.683333333,1.233005485624,9,5.549672152624,-4.316666667,0,4.68
-1.19868047,6,0,5,noload,42,2.50019001702754,1,0,0.641602159,balanced,4.21385781340179,1,4.683333333,4.683333333,2.18314331597247,9,6.49980998297247,-4.316666667,0,4.68
-1.19868047,6,0,10,noload,7,1.98386188772719,1,0,0.481693261,balanced,4.21385781340179,1,4.683333333,4.683333333,2.69947144527281,9,7.01613811227281,-4.316666667,0,4.68
-1.19868047,6,0,7,noload,1,2.48375342834598,1,0,0.770312139,balanced,4.21385781340179,1,4.683333333,4.683333333,2.19957990465402,9,6.51624657165402,-4.316666667,0,4.68
-1.19868047,6,0,1,noload,0,1.81430439915469,1,0,0.905691990803771,balanced,4.21385781340179,1,4.683333333,4.683333333,2.86902893384531,9,7.18569560084531,-4.316666667,0,4.68
-1.19868047,6,0,9,noload,33,2.98367975900124,1,0,0.942454492,balanced,4.21385781340179,1,4.683333333,4.683333333,1.69965357399876,9,6.01632024099876,-4.316666667,0,4.68
-1.19868047,6,0,12,noload,28,2.73371151932849,1,0,0.798015465891874,balanced,4.21385781340179,1,4.683333333,4.683333333,1.94962181367151,9,6.26628848067151,-4.316666667,0,4.68
-1.19868047,6,0,1,noload,17,2.48369450873133,1,0,0.801117080772137,balanced,4.21385781340179,1,4.683333333,4.683333333,2.19963882426867,9,6.51630549126867,-4.316666667,0,4.68
-1.19868047,6,0,7,noload,9,2.43376945697656,1,0,0.715952946135908,balanced,4.21385781340179,1,4.683333333,4.683333333,2.24956387602344,9,6.56623054302344,-4.316666667,0,4.68
-1.19868047,6,0,12,noload,30,3.29981085669306,1,0,0.943890692,balanced,4.21385781340179,1,4.683333333,4.683333333,1.38352247630694,9,5.70018914330694,-4.316666667,0,4.68
-1.19868047,6,0,10,noload,12,2.56711112908829,1,0,0.718383695,balanced,4.21385781340179,1,4.683333333,4.683333333,2.11622220391171,9,6.43288887091171,-4.316666667,0,4.68
-1.19868047,6,0,5,noload,6,2.66698844291989,1,0,0.730322098802842,balanced,4.21385781340179,1,4.683333333,4.683333333,2.01634489008011,9,6.33301155708011,-4.316666667,0,4.68
-1.19868047,6,0,12,noload,25,3.38372999294859,1,0,0.968619315,balanced,4.21385781340179,1,4.683333333,4.683333333,1.29960334005141,9,5.61627000705141,-4.316666667,0,4.68
-5.72957795,6,0,7,noload,47,1.16729724687889,1,0,0.788267339,balanced,1.9273929933587,0,2.233333333,2.233333333,1.06603608612111,9,7.83270275312111,-6.766666667,0,2.23
-5.72957795,6,0,4,noload,23,1.1004165281912,1,0,0.655508914781294,balanced,1.9273929933587,0,2.233333333,2.233333333,1.1329168048088,9,7.8995834718088,-6.766666667,0,2.23
-5.72957795,6,0,6,noload,23,0.96704478567051,1,0,0.893557063180162,balanced,1.9273929933587,0,2.233333333,2.233333333,1.26628854732949,9,8.03295521432949,-6.766666667,0,2.23
-5.72957795,6,0,6,noload,14,0.949784025427903,1,0,0.776773821,balanced,1.9273929933587,0,2.233333333,2.233333333,1.2835493075721,9,8.0502159745721,-6.766666667,0,2.23
-5.72957795,6,0,9,noload,41,1.15015696312571,1,0,0.95742370885621,balanced,1.9273929933587,0,2.233333333,2.233333333,1.08317636987429,9,7.84984303687429,-6.766666667,0,2.23
-5.72957795,6,0,8,noload,44,0.933630153732906,1,0,0.627485147,balanced,1.9273929933587,0,2.233333333,2.233333333,1.29970317926709,9,8.06636984626709,-6.766666667,0,2.23
-5.72957795,6,0,7,noload,43,1.0171989319075,1,0,0.580820982788467,balanced,1.9273929933587,0,2.233333333,2.233333333,1.2161344010925,9,7.9828010680925,-6.766666667,0,2.23
-5.72957795,6,0,2,noload,1,1.36709337610791,1,0,0.897061161866451,balanced,1.9273929933587,0,2.233333333,2.233333333,0.866239956892088,9,7.63290662389209,-6.766666667,0,2.23
-5.72957795,6,0,5,noload,39,0.850523158080023,1,0,0.712574588116261,balanced,1.9273929933587,0,2.233333333,2.233333333,1.38281017491998,9,8.14947684191998,-6.766666667,0,2.23
-5.72957795,6,0,10,noload,46,1.68377172342412,1,0,1.413309129,balanced,1.9273929933587,0,2.233333333,2.233333333,0.549561609575885,9,7.31622827657589,-6.766666667,0,2.23
-5.72957795,6,0,11,noload,20,1.36737168492596,1,0,0.872081080269492,balanced,1.9273929933587,0,2.233333333,2.233333333,0.865961648074045,9,7.63262831507405,-6.766666667,0,2.23
-5.72957795,6,0,5,noload,31,0.950500186998513,1,0,0.560574156,balanced,1.9273929933587,0,2.233333333,2.233333333,1.28283314600149,9,8.04949981300149,-6.766666667,0,2.23
-5.72957795,6,0,1,noload,38,0.933866430655713,1,0,0.897897206793099,balanced,1.9273929933587,0,2.233333333,2.233333333,1.29946690234429,9,8.06613356934429,-6.766666667,0,2.23
-5.72957795,6,0,12,noload,20,1.18393115014584,1,0,0.799349705,balanced,1.9273929933587,0,2.233333333,2.233333333,1.04940218285416,9,7.81606884985416,-6.766666667,0,2.23
-5.72957795,6,0,7,noload,18,1.06725987692664,1,0,0.8059366784544,balanced,1.9273929933587,0,2.233333333,2.233333333,1.16607345607336,9,7.93274012307336,-6.766666667,0,2.23
-5.72957795,6,0,11,noload,14,1.38353675506863,1,0,0.976217226335678,balanced,1.9273929933587,0,2.233333333,2.233333333,0.849796577931368,9,7.61646324493137,-6.766666667,0,2.23
-5.72957795,6,0,5,noload,26,0.967062306568322,1,0,0.759503556276095,balanced,1.9273929933587,0,2.233333333,2.233333333,1.26627102643168,9,8.03293769343168,-6.766666667,0,2.23
-5.72957795,6,0,8,noload,25,0.967269363003311,1,0,0.936117923,balanced,1.9273929933587,0,2.233333333,2.233333333,1.26606396999669,9,8.03273063699669,-6.766666667,0,2.23
-5.72957795,6,0,12,noload,43,1.08394388849183,1,0,0.621875498472767,balanced,1.9273929933587,0,2.233333333,2.233333333,1.14938944450817,9,7.91605611150817,-6.766666667,0,2.23
-5.72957795,6,0,4,noload,3,1.08373276150133,1,0,0.65092002826963,balanced,1.9273929933587,0,2.233333333,2.233333333,1.14960057149867,9,7.91626723849868,-6.766666667,0,2.23
-5.72957795,6,0,2,noload,25,1.28365366475179,1,0,0.962270434,balanced,1.9273929933587,0,2.233333333,2.233333333,0.949679668248206,9,7.71634633524821,-6.766666667,0,2.23
-5.72957795,6,0,3,noload,37,1.0341758981134,1,0,0.693666750914687,balanced,1.9273929933587,0,2.233333333,2.233333333,1.1991574348866,9,7.9658241018866,-6.766666667,0,2.23
-5.72957795,6,0,6,noload,19,0.933797681178702,1,0,0.676571104,balanced,1.9273929933587,0,2.233333333,2.233333333,1.2995356518213,9,8.0662023188213,-6.766666667,0,2.23
-5.72957795,6,0,2,noload,27,1.2170585573661,1,0,0.721640655633766,balanced,1.9273929933587,0,2.233333333,2.233333333,1.0162747756339,9,7.7829414426339,-6.766666667,0,2.23
-5.72957795,6,0,10,noload,42,1.10058406062956,1,0,0.714571981750944,balanced,1.9273929933587,0,2.233333333,2.233333333,1.13274927237044,9,7.89941593937044,-6.766666667,0,2.23
-5.72957795,6,0,4,noload,11,1.33370189694045,1,0,1.002172949,balanced,1.9273929933587,0,2.233333333,2.233333333,0.899631436059546,9,7.66629810305955,-6.766666667,0,2.23
-5.72957795,6,0,3,noload,15,1.00061668750971,1,0,0.858673059,balanced,1.9273929933587,0,2.233333333,2.233333333,1.2327166454903,9,7.9993833124903,-6.766666667,0,2.23
-5.72957795,6,0,6,noload,26,0.983664111998905,1,0,0.953796753618282,balanced,1.9273929933587,0,2.233333333,2.233333333,1.24966922100109,9,8.0163358880011,-6.766666667,0,2.23
-5.72957795,6,0,2,noload,35,1.35039849121802,1,0,0.877294954,balanced,1.9273929933587,0,2.233333333,2.233333333,0.882934841781984,9,7.64960150878198,-6.766666667,0,2.23
-5.72957795,6,0,12,noload,5,1.31720805643028,1,0,0.92787548,balanced,1.9273929933587,0,2.233333333,2.233333333,0.916125276569725,9,7.68279194356973,-6.766666667,0,2.23
-5.72957795,6,0,9,noload,27,1.2836842867838,1,0,1.07224349564247,balanced,1.9273929933587,0,2.233333333,2.233333333,0.949649046216205,9,7.71631571321621,-6.766666667,0,2.23
-5.72957795,6,0,8,noload,3,0.867117833673916,1,0,0.775593498,balanced,1.9273929933587,0,2.233333333,2.233333333,1.36621549932608,9,8.13288216632608,-6.766666667,0,2.23
-5.72957795,6,0,8,noload,5,0.900549972984294,1,0,0.824535319,balanced,1.9273929933587,0,2.233333333,2.233333333,1.33278336001571,9,8.09945002701571,-6.766666667,0,2.23
-5.72957795,6,0,10,noload,17,1.26693523776123,1,0,0.878234507,balanced,1.9273929933587,0,2.233333333,2.233333333,0.966398095238769,9,7.73306476223877,-6.766666667,0,2.23
-5.72957795,6,0,1,noload,20,1.14978654272875,1,0,0.840266896972849,balanced,1.9273929933587,0,2.233333333,2.233333333,1.08354679027125,9,7.85021345727125,-6.766666667,0,2.23
-5.72957795,6,0,1,noload,21,0.933964835619918,1,0,0.74628163,balanced,1.9273929933587,0,2.233333333,2.233333333,1.29936849738008,9,8.06603516438008,-6.766666667,0,2.23
-5.72957795,6,0,11,noload,46,1.33386943216396,1,0,0.920828582,balanced,1.9273929933587,0,2.233333333,2.233333333,0.899463900836037,9,7.66613056783604,-6.766666667,0,2.23
-5.72957795,6,0,1,noload,23,1.16700710960771,1,0,0.749403154,balanced,1.9273929933587,0,2.233333333,2.233333333,1.06632622339229,9,7.83299289039229,-6.766666667,0,2.23
-5.72957795,6,0,6,noload,41,1.00037852147216,1,0,0.786211519,balanced,1.9273929933587,0,2.233333333,2.233333333,1.23295481152784,9,7.99962147852784,-6.766666667,0,2.23
-5.72957795,6,0,3,noload,36,1.06676374287963,1,0,0.795511559,balanced,1.9273929933587,0,2.233333333,2.233333333,1.16656959012037,9,7.93323625712037,-6.766666667,0,2.23
-5.72957795,6,0,10,noload,28,1.11711881131623,1,0,0.762585124,balanced,1.9273929933587,0,2.233333333,2.233333333,1.11621452168377,9,7.88288118868377,-6.766666667,0,2.23
-5.72957795,6,0,1,noload,31,1.0331431541689,1,0,0.768295382,balanced,1.9273929933587,0,2.233333333,2.233333333,1.2001901788311,9,7.9668568458311,-6.766666667,0,2.23
-5.72957795,6,0,10,noload,31,1.15048232015965,1,0,0.907594192305963,balanced,1.9273929933587,0,2.233333333,2.233333333,1.08285101284035,9,7.84951767984035,-6.766666667,0,2.23
-5.72957795,6,0,3,noload,3,1.05081348115723,1,0,0.674278464644769,balanced,1.9273929933587,0,2.233333333,2.233333333,1.18251985184277,9,7.94918651884277,-6.766666667,0,2.23
-5.72957795,6,0,3,noload,4,0.800548227046022,1,0,0.600391667,balanced,1.9273929933587,0,2.233333333,2.233333333,1.43278510595398,9,8.19945177295398,-6.766666667,0,2.23
-5.72957795,6,0,10,noload,8,1.18315035342778,1,0,0.843385443,balanced,1.9273929933587,0,2.233333333,2.233333333,1.05018297957222,9,7.81684964657222,-6.766666667,0,2.23
-5.72957795,6,0,4,noload,5,1.18367145497498,1,0,0.670490765766681,balanced,1.9273929933587,0,2.233333333,2.233333333,1.04966187802502,9,7.81632854502502,-6.766666667,0,2.23
-5.72957795,6,0,5,noload,32,0.716969109177853,1,0,0.347822161,balanced,1.9273929933587,0,2.233333333,2.233333333,1.51636422382215,9,8.28303089082215,-6.766666667,0,2.23
-5.72957795,6,0,4,noload,16,1.30041918450547,1,0,0.766184752,balanced,1.9273929933587,0,2.233333333,2.233333333,0.932914148494528,9,7.69958081549453,-6.766666667,0,2.23
-5.72957795,6,0,11,noload,17,1.40070338822915,1,0,0.971819465,balanced,1.9273929933587,0,2.233333333,2.233333333,0.832629944770853,9,7.59929661177085,-6.766666667,0,2.23
-5.72957795,6,0,7,noload,28,1.13373130219497,1,0,0.934510907998287,balanced,1.9273929933587,0,2.233333333,2.233333333,1.09960203080503,9,7.86626869780503,-6.766666667,0,2.23
-5.72957795,6,0,8,noload,40,1.03369927766994,1,0,0.787894148,balanced,1.9273929933587,0,2.233333333,2.233333333,1.19963405533006,9,7.96630072233006,-6.766666667,0,2.23
-5.72957795,6,0,6,noload,45,0.833144173214349,1,0,0.52466447,balanced,1.9273929933587,0,2.233333333,2.233333333,1.40018915978565,9,8.16685582678565,-6.766666667,0,2.23
-5.72957795,6,0,12,noload,19,1.217210834,1,0,0.758591639187151,balanced,1.9273929933587,0,2.233333333,2.233333333,1.016122499,9,7.782789166,-6.766666667,0,2.23
-5.72957795,6,0,3,noload,26,1.1340496929995,1,0,0.96153168,balanced,1.9273929933587,0,2.233333333,2.233333333,1.0992836400005,9,7.8659503070005,-6.766666667,0,2.23
-5.72957795,6,0,12,noload,26,1.3005422550857,1,0,0.856535686606327,balanced,1.9273929933587,0,2.233333333,2.233333333,0.932791077914298,9,7.6994577449143,-6.766666667,0,2.23
-5.72957795,6,0,11,noload,44,1.40042024594129,1,0,0.958957775404453,balanced,1.9273929933587,0,2.233333333,2.233333333,0.832913087058709,9,7.59957975405871,-6.766666667,0,2.23
-5.72957795,6,0,9,noload,11,1.300443421,1,0,1.34703067012919,balanced,1.9273929933587,0,2.233333333,2.233333333,0.932889912,9,7.699556579,-6.766666667,0,2.23
-5.72957795,6,0,8,noload,18,0.983952379946232,1,0,0.947378078584821,balanced,1.9273929933587,0,2.233333333,2.233333333,1.24938095305377,9,8.01604762005377,-6.766666667,0,2.23
-5.72957795,6,0,11,noload,15,1.41724276160926,1,0,1.0011647268985,balanced,1.9273929933587,0,2.233333333,2.233333333,0.816090571390743,9,7.58275723839074,-6.766666667,0,2.23
-5.72957795,6,0,1,noload,33,0.983722128529621,1,0,0.753707707758828,balanced,1.9273929933587,0,2.233333333,2.233333333,1.24961120447038,9,8.01627787147038,-6.766666667,0,2.23
-5.72957795,6,0,7,noload,37,1.06733835986358,1,0,0.721707357535108,balanced,1.9273929933587,0,2.233333333,2.233333333,1.16599497313642,9,7.93266164013642,-6.766666667,0,2.23
-5.72957795,6,0,12,noload,42,1.16703684340166,1,0,0.902632749,balanced,1.9273929933587,0,2.233333333,2.233333333,1.06629648959834,9,7.83296315659834,-6.766666667,0,2.23
-5.72957795,6,0,2,noload,36,1.200331374,1,0,0.706582425,balanced,1.9273929933587,0,2.233333333,2.233333333,1.033001959,9,7.799668626,-6.766666667,0,2.23
-5.72957795,6,0,7,noload,8,1.08390339112697,1,0,0.984303563,balanced,1.9273929933587,0,2.233333333,2.233333333,1.14942994187303,9,7.91609660887303,-6.766666667,0,2.23
-5.72957795,6,0,9,noload,19,1.35054091907949,1,0,1.28647191876596,balanced,1.9273929933587,0,2.233333333,2.233333333,0.882792413920508,9,7.64945908092051,-6.766666667,0,2.23
-5.72957795,6,0,2,noload,10,1.3504114708964,1,0,1.01732277888147,balanced,1.9273929933587,0,2.233333333,2.233333333,0.882921862103596,9,7.6495885291036,-6.766666667,0,2.23
-5.72957795,6,0,4,noload,37,1.83382309127978,1,0,1.68734856907283,balanced,1.9273929933587,0,2.233333333,2.233333333,0.399510241720218,9,7.16617690872022,-6.766666667,0,2.23
-5.72957795,6,0,5,noload,8,1.13286008679503,1,0,0.870687883,balanced,1.9273929933587,0,2.233333333,2.233333333,1.10047324620497,9,7.86713991320497,-6.766666667,0,2.23
-5.72957795,6,0,9,noload,31,1.50041836710057,1,0,1.484665789,balanced,1.9273929933587,0,2.233333333,2.233333333,0.732914965899433,9,7.49958163289943,-6.766666667,0,2.23
-5.72957795,6,0,9,noload,45,1.23379687764122,1,0,1.1517307053208,balanced,1.9273929933587,0,2.233333333,2.233333333,0.999536455358776,9,7.76620312235878,-6.766666667,0,2.23
-5.72957795,6,0,5,noload,25,0.68387535728175,1,0,0.728936313961319,balanced,1.9273929933587,0,2.233333333,2.233333333,1.54945797571825,9,8.31612464271825,-6.766666667,0,2.23
